hand,S,H,D,C,HCP,opening
QH JH 5D 7S 2D 7D QD 4H 9D 9S 5C TD 7C,2,3,6,2,5,PASS
AH 8D 7S 9D 8S 8C 4S AD KC KS 9S 3C 2H,5,2,3,3,14,1S
6H 4C 3H KC AS TD 7S KS 6S QS 7H QC 7D,5,3,2,3,14,1S
7C AC 8D AH 6S JH 2H QC 6D TD 8H 7S 6H,2,5,3,3,11,PASS
5H AD KS KD 9D 2C 7C AC 9C 8H QC 4H QH,1,4,3,5,18,1C
2D JH KS AH TS 2H 8D JS JD QD 7S 6S QC,5,3,4,1,14,1S
2H 3C JC QD 6H 7S KD 4H 6D 2S 4D 8D KH,2,4,5,2,9,PASS
JD 8C KS 6D 3C QC 6H AH 3S 9C 8S 5S 3H,4,3,2,4,10,PASS
JC 8C 9S KC JH 6D 8S JD 2S TC TD 7H JS,4,2,3,4,7,PASS
2C 3C 7C JD 3D TD 8H 3H QC 8S 5H AC QH,1,4,3,5,9,PASS
4H TH 3C 6S 6H 9C KC JH 4C TD 7D KS AC,2,4,2,5,11,1C
4D 8D AS 7D 5H AH 5C 8H 7S 7C 2D JH 4S,3,4,4,2,9,PASS
AD 6H KS AH 5D 9C 8D 2D 8H 4C 2H 6S KC,2,4,4,3,14,1D
2S KC 4S 8D 5D 6H JD 7C QS 5S 7S 9C 7H,5,2,3,3,6,PASS
QC 9H 7D 5S 7H 2D QS 5D 2C QD 5C QH 7S,3,3,4,3,8,PASS
5C 2D TS 3D JH 6H 4S 7S KD 9H 8S 2H 6S,5,4,3,1,4,PASS
4C 8C QH JC TD 8S 8D 6S 4D KS 9C JH 3D,3,2,4,4,7,PASS
KD 4H 4S QH 6H 8D AD 7S JD 9D 3C 9C QD,2,3,6,2,12,1D
AH JD 2H TS JC QH 7D TH QS QD 2C QC KC,2,4,3,4,17,1NT
QD QC KH 9S 3D 4S 5S JH 6D 4D 3C JD 7D,3,2,6,2,9,PASS
TS 6S 4H QD TH 9C JC 5S QH KC AS 2D 2S,5,3,2,3,12,1S
AH KS 4S QS 6C 9H 7C AS 2D QD 8H 5S KD,5,3,3,2,18,1C
8C 3D 7D TH 8D 4D 8H 5H KS 9S 9H 4C KD,2,4,5,2,6,PASS
6H AC QC TC 8D QH 4C 5C 6S 5S 7C 3H 2S,3,3,1,6,8,PASS
3H 5S 5H 6S 9H 3C 9C KD KC 2S 7H QD QC,3,4,2,4,10,PASS
3C 2D 7C 7H 6S 6C TC 4S 4H QD 5C 3H 5H,2,4,2,5,2,PASS
5D QS 3D TC 7H 9H 2D 6S TS 6C KD 8D 8S,4,2,5,2,5,PASS
AS QC KD 5H 6D 8S 7H JS 4H 2H QD KH AH,3,6,3,1,19,1C
4D 5S 2D 4S 9C 7H 4H 9H 6D AD 6C 6S 5H,3,4,4,2,4,PASS
5S AH KC JH 9S 8D 3S KS JD QC KD 3H 5H,4,4,3,2,17,1NT
4D 7C JH 9C AS 3S 8C 9S JC 5C 3D 7S TC,4,1,2,6,6,PASS
5H 6C 8S 2D TC KS 6H 3C 4H QH 7D TD 8H,2,5,3,3,5,PASS
4S 4C AS JS 5H KH TC 7D 3C 9H 2H JD TS,4,4,2,3,9,PASS
8S 9H KD TC 6C 7C QD 7H JH AH JD 4H 5D,1,5,4,3,11,1H
4H 5H JS 9H TD TH 7D 2S 2H 9D 5D 4C 9S,3,5,4,1,1,PASS
8H 4S 9S 5D AH 9H 3H 8D TS AC TD 8S 7H,4,5,3,1,8,2C
5C 3C 7S JH 6H TS 4D 5H 3D KH 8D 8H TC,2,5,3,3,4,PASS
JS 9S 7S 4S QD KS 8S 6C QS KH 4D TS QH,8,2,2,1,13,1S
AD JS 5C KC 3S TC 7C 6S KS 8H 7H 2C 3D,4,2,2,5,11,1C
3C 6S KH 8C AD 4S 5H TD QH 8D QS TH KD,3,4,4,2,14,1D
TD 4S 5D 7D 2S 8S 6H JD QD AS 8D JS 9C,5,1,6,1,8,PASS
QS 2C AS 8S 3H JS JD 4H 6C 8C 4D JH TD,4,3,3,3,9,PASS
4D 4S QD JH KC 5C 8H QH 3S AS JC 5H AC,3,4,2,4,17,1NT
9S 4H 6S 2D JD QH QC QD 2S TD 3D 5S 8C,4,2,5,2,7,PASS
8H 4H QS 7S 8D 2H 8C AC 4D 9D 7C AH JC,2,4,3,4,11,PASS
JH 2H 4C 4S 3D TH TC 4D AS 2D AD 6H 6C,2,4,4,3,9,PASS
QC KS 7C QH 5C 9H TS 3H 9D TD 9S 5H AC,3,4,2,4,11,PASS
2C 3H KH JH 7D 3C 5H 2S JS 9D QS TS 2D,4,4,3,2,7,PASS
4H AH QD KS 7S 7H TH KH 3H JD 8C 6C AS,3,6,2,2,17,1H
7S TC TD KS 2C 8C 7D 3C 8D 4C 4D JD 7C,2,0,5,6,4,PASS
6D 3D 4C JH 3H AS 7C 7H 9H TC QC 8D JC,1,4,3,5,8,PASS
6H 8H 5C 9C AH 7C 7H 9D 7D 8D AS 2H 3H,1,6,3,3,8,2D
QD 6D 8C KC 9S 3D 7D 3H 2D KS 8S 3C KH,3,2,5,3,11,PASS
5S KH 8H 7S AD JS 4H QH 2S 6D QS 2D 3C,5,4,3,1,12,1S
3C 4C QC KS 7H 6H 4S 6C 8S TD 5C TH QS,4,3,1,5,7,PASS
KS 9H 5D 2C 2S KD 8S QH 7S QS AH AC KC,5,3,2,3,21,1C
QS TD 2S AS 2D KH 6H 3D 7S QD 3C AC JS,5,2,4,2,16,1S
3S 5S 4C KD QS TC 3D 9D 6D 9H 5C JH 8H,3,3,4,3,6,PASS
7D 6S 9S AS 4C 8D TC 9H 7S 2D AD 4D AH,4,2,5,2,12,1D
4H 9H 3H TH 4C 4D AD 9C 4S TS 8S JC 8D,3,4,3,3,5,PASS
TH JD AD 4C 3H 6H KS TS 7C AH 2C TD 8C,2,4,3,4,12,1C
7H 4S 4D 5H 2C KC TC KD QH 6H 6D 4C 3S,2,4,3,4,8,PASS
AD JD KH TC KS 4C AC 5C 2H 4H 4S TH QS,3,4,2,4,17,1NT
QD KS JD 6C 6H KH KD JC 5S 8D 3D 8C 6S,3,2,5,3,13,1D
2C JH TD 6D TH 9C JC 2H 8H AD 9D 3C AH,0,5,4,4,10,PASS
9S 8H 9D AC 2C QD 4S 7C 3S JC AS QH 5D,4,2,3,4,13,1C
JS 4C 7C 9C QS TD 5D 2D QC TH JH KD 9S,3,2,4,4,9,PASS
3H 4S 6S KS 9H 3D QC 8D 2D 9S TS KC 7H,5,3,3,2,8,PASS
5C 8C 3H QS 3C 3S 6H 6S 8S 2C JD 5H 7S,5,3,1,4,3,PASS
5H 7H 2C 6C 8H AH TH KS 5D 9C 6S JC AS,3,5,1,4,12,1H
5S KD 3S JD KH 9D 6C JS 4H QC 9H 8C 3C,3,3,3,4,10,PASS
AH JH 7C 3S 4S 7D 9C 5S TC QS TS 7S KC,6,2,1,4,10,1S
2H QD 8S TS 6D 8D 9H 3S 2C 3C 4S 9D 4H,4,3,4,2,2,PASS
JH 6S JD TH 7S 2D 2C 8D QD AH JC 4H KC,2,4,4,3,12,1D
KH 9S 3D AC 2C 2S TC 5D 5H 8H KC 4S TH,3,4,2,4,10,PASS
KC 3H 6D 6S KS TC 2C 5D 6C 5S JH JC 2D,3,2,3,5,8,PASS
4D 3H 4S AC AH 3D 6C 5C QS 5H 3S 5D JD,3,3,4,3,11,PASS
KS 5C 4S 5H 3C 2S QC 7D TH 5D 8D JH 8H,3,4,3,3,6,PASS
TD KD 3C 3H 4S JD 5C 6C 2C QD 5D AH 4H,1,3,5,4,10,PASS
9H 4S KH 6D TC 7C 8S QH 7D 8C KC AC JC,2,3,2,6,13,1C
9S 2S AH TH JC 2D KC 8D 8H 3S 5C AC 7H,3,4,2,4,12,1C
7S 7H 4D 5D 3C JC 4S KS TH TC 3D JD JH,3,3,4,3,6,PASS
9H 5C 8S 9S QC JS 2S TC 7D TH TS 8D 8H,5,3,2,3,3,PASS
2S 9C TH 4S 9D AD 8C 2D JH AH 6D 2H 3H,2,5,4,2,9,PASS
8C 6D 9H 4H 7H 3C 6C TH KS 8D QC JS TS,3,4,2,4,6,PASS
2D 9D KD KS 2S JD 2H 5C 6C 2C 7C 5H QS,3,2,4,4,9,PASS
AD JS 3H 6S 2C 6D JC AC 5S 4D QC KD 5H,3,2,4,4,15,1NT
2S 3H 2C 8C 9D 4H 6H 8D JD 9H 6S 3S JC,3,4,3,3,2,PASS
JS 4C 2C QH 9C QS 6D 2H 3C 9S 9D 9H JC,3,3,2,5,6,PASS
8H 8S KD 7C KS QC 3D TH 4H 6S 2C 9C TD,3,3,3,4,8,PASS
KC 2S JH TS 4D AD 6C 8C KS 2H 5C QD 9C,3,2,3,5,13,1C
8S 5S 8D 4S KH 2C 9S TS 9C AC 2S 7S 3D,7,1,2,3,7,PASS
7H 2S 3S AC 2H TC TH 9H 2D 5H KC QH 6S,3,6,1,3,9,2D
AH 2C 3S 8S TD 7S 6D 7D TC 6C QD TS 3H,4,2,4,3,6,PASS
5S 3H TH 2D TS 8D 4D TD 5H 4C 3D 2C 7H,2,4,5,2,0,PASS
TD KD 7C 8D JD 8S 2H 6C 5D AC 3H AD 4C,1,2,6,4,12,1D
QC KC JS AS 8D AC 2C JH 6D KH 7D TS JC,3,2,3,5,19,1C
5S KS 9D JC 6C AH 3D 4S JD QC 9S AC AS,5,1,3,4,19,1C
QS 7S 2D 3D 2H 3H 2S 7C JS 3S QC 4C AD,5,2,3,3,9,PASS
8C 3D JH 5S KS 4D 9S TC AH 5C 7H 4S AC,4,3,2,4,12,1C
5H QS JC 7H JH 6D AH 7D 8S QC KS 3H TH,3,6,2,2,13,1H
3C 9C TH KD 2S 6D 8C 7C 2C KH QC 3D 4H,1,3,3,6,8,PASS
JS 9D KH JD 7H 5H 4D TD 6S 3S 5D TH 8C,3,4,5,1,5,PASS
3C 2H 7D 6C QC JD 4S KC 7H 6H QH 5D AH,1,5,3,4,12,1H
7C TD 3C QS JH 7S 2H JD TH QD 6S 5C 2S,4,3,3,3,6,PASS
AC QH TD 9D 7H TH 5H AD 5S 9C TS 9S KS,4,4,3,2,13,1C
9S 2C 3H 6S 9H QH JH 5C 3D 8D TH JD 2H,2,6,3,2,4,PASS
QC 7S 8D 6H 6S 5D TH QH JC 4H 9D 5H AD,2,5,4,2,9,PASS
2D 6C 9C JC 9D TS 8D 5D 7D 4H AH KD KC,1,2,6,4,11,1D
3D QD 3H 6D 2H 9C 5D 4D TH 4S 2S 4H 7H,2,5,5,1,2,PASS
9H 9S 5C AD JH KC 5D 5S 7H 2H 4S TC 3D,3,4,3,3,8,PASS
4D JD 2H 3D 9H 9S 2D QH QC AD 7H 9D 6C,1,4,6,2,9,PASS
3D TD AD KD 5C 5H 9D KH 6C QC AS JH 9S,2,3,5,3,17,1NT
9S 5S 5C 2S 3C 5D 4C 6D 6C 8H 7H 9C 9D,3,2,3,5,0,PASS
9D 2D 4D 5D QS 6D KH JS 7D 6C AS 3C 7S,4,1,6,2,10,1D
7S 3C QS 9S 5D TS 6C QC 6S JH 2S 2H KC,6,2,1,4,8,2D
4S 3S JD QS AC TS QD AD 8H 2C 3C 6C KC,4,1,3,5,16,1C
AS 3C 3D 8D 9S 4C QH QD KS KD TS JH 8S,5,2,4,2,15,1S
8C 8D QH QS 9C 9H TD 5H 2H 2D 4S 3D 3S,3,4,4,2,4,PASS
5H 6C 2S JH 6D 9H QS TS 2D 4H 4D KH 8C,3,5,3,2,6,PASS
AS JH QD 9D KD 5H KC 3H 3C 7C 9H JD 8D,1,4,5,3,14,1D
AH TD AS 2S JS 8S 7D 9D 4C 6D QC AD 3C,4,1,5,3,15,1D
6C 5S KC 6H AC TC 3D 6S 9S 2D QC AD 7H,3,2,3,5,13,1C
4D AD AC TS 3S 8C KD TC QD 7H 3C 4S 8H,3,2,4,4,13,1D
5D TC 2H AD 9D 3S 3H QS 2D 5C 8D JH 8H,2,4,5,2,7,PASS
2C KS KC JH 5C JS 9H 9S 8S JD 8H 8C TD,4,3,2,4,9,PASS
3D TD KH TS 5D 5C JC QC 9S KD 9D 4H 5H,2,3,5,3,9,PASS
TS KS 7S KC AC 9S TH TC 4H 8H 7C 8D 2H,4,4,1,4,10,PASS
2S 5H AD AH TD 9S 2C 9D 3H KH 6H JH TS,3,6,3,1,12,1H
7S 2C QC 2D 2H 4S 4H KH 3C KC 3D 6D 7C,2,3,3,5,8,PASS
KS KH TS 8D 7C JS 3H 5C AS KD 6H 3D 5S,5,3,3,2,14,1S
4C AD 9H 7D 8H JC AH 2H 6H 4H TD QH 8S,1,7,3,2,11,1H
JH JD 5H TD AD 8D 8S KS 5C 7S KH QD AC,3,3,5,2,18,1C
6D 6C 3H 5S QH 7H TC 8C KD 5C JC 3S 9H,2,4,2,5,6,PASS
6D 7C KS 9D 7S AS 3D 8C 5D 6C 8H 9S 9H,4,2,4,3,7,PASS
4S 6H 8D TD 2C 5H KS 7C QS AC KH QC JS,4,3,2,4,15,1NT
QS QC 9H 2H 9C 7D JD 3H 4D 6D AC 3S QH,2,4,4,3,11,PASS
8C KC JS TD 9S 3H 6H 5S QS QH TC 9H TH,4,5,1,3,8,2C
AH QS AS 3C AC 4H 8H 7C 9S KC 9C KS 7S,5,3,0,5,20,1C
QD 7D QH 6H 4D 4S QS 9D QC 8H 6C AD 3S,3,3,5,2,12,1D
3C 4H 6D 8D 2S KS 7S JS 6C 5S 7D 8S 7C,6,1,3,3,4,PASS
9D KS 3C AC 3D AS 9C 7D 6C 7S TD 2C KD,3,0,5,5,14,1D
6H 2H 5H TS 8D 6S AD KD 7C AH KS 2D 4D,3,4,5,1,14,1D
AH 6C JS 7C 4S 8H 2S 6D 9D 5S TS QH 4C,5,3,2,3,7,PASS
QH KS 3C 5S AD 2H 5D 6C TD TH AH 6D 7C,2,4,4,3,13,1D
8H JC 2D 6S 9S 9H AD 4C 7H 2C 5D KC KS,3,3,3,4,11,PASS
KD 5S 6C TH QH 6H 7H 8C 9S AD 9H 5C QD,2,5,3,3,11,PASS
JS AC KS 7H 5S JC QH 8D 8S 3D 7D KH JH,4,4,3,2,15,1NT
KD 5H 8S 4D 6D JS JC 2S 6S 6C 7S TH 9D,5,2,4,2,5,PASS
7H 4C 6H 8D 7S TH 3H 7D 5H QH 9S QS 8C,3,6,2,2,4,PASS
KD 3D 9C 9D 2D 8H 6H JH QH QS 3H AS 6D,2,5,5,1,12,1H
7H 4C QH 3D KH AD KS 3S 5D 6H 7S QS TD,4,4,4,1,14,1D
TH QH 8C 6S AD 8D JS 9H 7S AS 2C 2S JC,5,3,2,3,12,1S
AH 8D 7C AD 9D 7D 5C TH 5S 8C QS 4C 4H,2,3,4,4,10,PASS
5H QC JH QD KC 3C 6C 3H 4D 6H 7C AS 4C,1,4,2,6,12,1C
JH JS 8C AH 7D 8S QC 9S TH 5H TD 8H KS,4,5,2,2,11,1H
AH QC QD 8D AD 7S 2D JS 7C 6D 5D AS 2H,3,2,6,2,17,1D
9H TH JD 3D 4D 6S 5H 8S 5S 9S KH AS QH,5,5,3,0,10,1S
5C JH 5S 3C 6H 4D 6C KC 8H 9D 7H 5D 3H,1,5,3,4,4,PASS
6S 7D 9S KD 9C 7C 3D TH 3C 9D 6C 2H QS,3,2,4,4,5,PASS
AC 6S TC 2H 6H 3D 3H QC KH 4S 5H 4H KD,2,6,2,3,12,1H
JH 8D 3S 4S QS 7C TH 2C 5D QH 6D KC 7S,4,3,3,3,8,PASS
3S 5H 5D KH 9H 4H TS 7H AC JH JD 5C TC,2,6,2,3,9,2D
2S QH 4C KD 6D QS 4H TD 9H KC 7D QD 2H,2,4,5,2,12,1D
8C 7C 9H 7S 8H AC KD KH 9C 7H TS 5H JD,2,5,2,4,11,1H
KS QD 5S 5H JS 2H 3C 6D 4H 4D 7D QC 7C,3,3,4,3,8,PASS
JD 9C 2S 7H KC TS AS 2D 5C 3D TC QH KD,3,2,4,4,13,1D
8S 9H TC 5H TH 7S QH 3H 8H 9D 2S 7C JD,3,6,2,2,3,PASS
TD 3S 4D 6C 2H KS AD TC JC 8D 5S 3C 4C,3,1,4,5,8,PASS
JC 4S 9C 3C 8D 5C QS JD 2S 7D KC 3S JH,4,1,3,5,8,PASS
6C 7H JC 6H AS 2C 2H 8C TS 7D KS 9D 3H,3,4,2,4,8,PASS
KC 2D 6C 9S 4H 7H 2S 8H KD 4C TD 8S 3D,3,3,4,3,6,PASS
9H 7H 2S AH 8C KH TC 4S 9S TH JS KD QH,4,6,1,2,13,1H
5C KS 4H JS 7S 9D 2H TH TC 4C 6C QS 7C,4,3,1,5,6,PASS
TS 6D 5D 8C 9H 7D AD QS 9S 2S 2D JS AH,5,2,5,1,11,1S
2C KH 4H 6C AC QD TH 5C TD 6S 6H 8H QH,1,6,2,4,11,1H
JS 8H 3S 5H KC 4D 7C 8D 5C 6H 9S 8S AH,4,4,2,3,8,PASS
TD 3H KH 9D AH 7D KD TC JH AD 8H 6D 2D,0,5,7,1,15,1H
6H AC AH 9S 3S QS QD TD JC QH 9C 7S 6S,5,3,2,3,15,1S
8C KC TS TD QC 7D 3D 6S 8H 9S AH 4S AD,4,2,4,3,13,1D
2H 9C 3C 6H KH 4D 4C 9S JD 6S KD 6D 2C,2,3,4,4,7,PASS
2D KH 6H KD 6C JC 9D 8S 7S 8H KC QC TC,2,3,3,5,12,1C
7H KC 3S JS 2H 9C 7S 8H KD 2C 6H 5H 5C,3,5,1,4,7,PASS
6D 2S 6C 5S 8C 8H QD JC 7D 5C QH 3D 3S,3,2,4,4,5,PASS
7H 9S 8S 5H 8C AH 9C AS 3C 9H 7C JH 9D,3,5,1,4,9,PASS
2C 3C 7H 9H 8H 6D KS TC 6H 9S 8D AC 5D,2,4,3,4,7,PASS
5S 7H KH 7C 5D 3D 3H 9D QH AC 7D 6S 4S,3,4,4,2,9,PASS
KH 9C 3C JD 2S 9H QC 7S TH TD 4D 7H 5D,2,4,4,3,6,PASS
AH 4S 6C 3D 8S 7H KD QC 2H 9H QS 9C 3H,3,5,2,3,11,PASS
KH 5D 4S 7D 9C 9D 8C 4C KD QC AS JS QD,3,1,5,4,15,1D
KS 7H 6C 6D 5H AC 5C AH 6H QC TD QS 3H,2,5,2,4,15,1H
9D 7S AS 5C 3C AC 6D TH KS 4H QH KC AD,3,3,3,4,20,1C
QS QC 3C 5S 4C 8D 7D TD 9D 5C TS 7H JH,3,2,4,4,5,PASS
2C 3H AS 9H QS 4D TD 2S KS 9C 7S QH 5C,5,3,2,3,11,PASS
4H TD 8S 3H JS 6H QC 3S QS 6D AD AC 8H,4,4,3,2,13,1C
AH TH QS 4H 6S 3C JC 7C JD KH 2H 8D KS,3,5,2,3,14,1H
3C 8C 6S 9C KD 3H 4D 4C 5D 9S 4H 7C 5S,3,2,3,5,3,PASS
7S 3H AH KD JC 9D 6H JS 5S QD KC QH 3D,3,4,4,2,16,1NT
5C 2C 4C 3S 6H 9S 5D 6S 4D 7D 9C 4S 8C,4,1,3,5,0,PASS
5C AD 3C 7H AH QC JH JD 2D 9D 6H 4C 3D,0,4,5,4,12,1D
9C JD TH 4S 8D 5S QH AH TS 2D KC 3C KS,4,3,3,3,13,1C
2H JS 9S 7C JD QS 6H 3C 2D 6S JH 5S QD,5,3,3,2,7,PASS
JD 8C 9C 3D KS AC 5S QC JH 8D KC KH JS,3,2,3,5,18,1C
4D KD 6C 4S 6D 2D 5H 5C 7H 2H JH QD QH,1,5,5,2,8,PASS
KD 2S AH 5C 8C 6S JH 6C 3H KS TC TD 9H,3,4,2,4,11,PASS
QD 7D JC AS 6D JH 4S 5D 9D KH 5S 4D 9C,3,2,6,2,11,1D
AD 4S TC JS JD 5D 5S 6D QC TD 5C AH 8D,3,1,6,3,12,1D
TC JH 4S KD 2C JS 6S 9S AC JD 4C 3D 5C,4,1,3,5,10,PASS
QS 4D 5S QC JH 7H TD 6C 5C 8D 7S 5D 9S,4,2,4,3,5,PASS
TC JH 8H TD 6C 8D 7S QH KC 2H 5D AH 2S,2,5,3,3,10,PASS
AS 8H 8C 2H 6C 6D 2D 4S JH KD 5S 7H QS,4,4,3,2,10,PASS
JH 6H 7H KC 5H 7D 8S 6S 3D QH TH TC 6D,2,6,3,2,6,2D
TD QC 8D 9S KH 5H 9C 4C 9H KS 6C 6S 3D,3,3,3,4,8,PASS
AC 8H KH 6H TH 2H 4C 7S 7H 5C 9D 7D JC,1,6,2,4,8,2D
QH AS QC 2S 3D AD QS AH AC 6S 6D 9D JH,4,3,4,2,23,1C
7H 3H 4H QS 7C 8D KS JC 9D 2H AC JS 8S,4,4,2,3,11,PASS
TH 7S QH 9H JD AD JH 2D 2H 6S 4C 5D 9S,3,5,4,1,8,PASS
2D AH 6S AD TD KH JS 2S 4S 2C 6H 7H 5S,5,4,3,1,12,1S
5H 6H QH 8H 7H 5D AD JS QC QD 6D AH TH,1,7,4,1,15,1H
9D TD JH 9C 3S TH 3C 8S 2S QS 7H 8D AH,4,4,3,2,7,PASS
QD 5S 9D TC 4C 2C 2D 5C 4S TS 6S 8S AD,5,0,4,4,6,PASS
QD KC 5S QS 2C JC 7D 7H 6D 6C TD KS AS,4,1,4,4,15,1D
3S KC 3D 8H TH KH 4D 6D 9H JD 5S 6S 2S,4,4,4,1,7,PASS
JS 7S 5C 8D 4D TS 8H KS 9D JH KH 9S 6H,5,4,3,1,8,2C
KD 8C AC JD 6C QH 2C 8S QD 5C TS 6H TC,2,2,3,6,12,1C
6D TS 7S QH JS 6C 5D 3D 7D QS JC 5H AD,4,2,5,2,10,PASS
6S QS 9D 5H KH QC 6C 8D TS 9S QD AS 8S,6,2,3,2,13,1S
QD 8C 2S 3C JD KC 6C AC 9S KD TD AS QC,3,0,4,6,19,1C
8D 4S JD 8H 6D 8C 5H 7H 4D 4H JH 6C 3H,1,6,4,2,2,PASS
3H TH JS TD JC 6H 9H AC 6S 4C 6C QC 8D,2,4,2,5,8,PASS
8S JS AH KC 3C 6S 9S QC 8D 2H TH QD 9D,4,3,3,3,12,1C
7S 8S 4H 6H JC TS 8H 5D 5C AD 9C AH 4D,3,4,3,3,9,PASS
JS TC AS 2S 8H AC TH 9D QC QH TS 3S 4D,5,3,2,3,13,1S
AC 2D QH QD 6S 9S 9H 3H KC 9D 3C 6H 8H,2,5,3,3,11,PASS
TS 5H 8S QC 2C 8D 4D QH TD 8H 2S 7S 2D,4,3,4,2,4,PASS
TC 5D QD QH 5C 8C 4H 3C 8D 9D TH 7D 6H,0,4,5,4,4,PASS
KC 2D 5H AD 5D 7H AS JC 7D 9D 7C 9H 6S,2,3,5,3,12,1D
JH 2S 4H 5S 3D QC TH 8D 6C 9S JD 7D AS,4,3,4,2,8,PASS
TD 5H JS 9C TS 6S 3S AS QD AD 4S AC 5D,6,1,4,2,15,1S
9D KH 8S JD QH 9C JS 7S TH QC 3D AS JC,4,3,3,3,14,1C
8C JD TD KD 4S TS 9S TH 4H JH 7C 8S 5S,5,3,3,2,5,PASS
6S 2C 5S JC 5D 7S 8S JH 6H 2H AC 4C 8D,4,3,2,4,6,PASS
9D QH 5D JS 7S TS 2D 6H 2S QC 3H JD 6D,4,3,5,1,6,PASS
QC TS TD 7S 7C 9H 4C 7D QH QS 4D TC 5C,3,2,3,5,6,PASS
8D 9C 5H QC TS 3S QH QS 6S AH KS 2H AC,5,4,1,3,17,1S
7S 9H 6C QH 2H 3S AS 7C 5S 5C KC KH KD,4,4,1,4,15,1C
4S 8D KS 6C TC 7H 8C 9H 6S 5C 6H AS 2S,5,3,1,4,7,PASS
3S 7S 5S AS 8H 6S 7H QC QH 4S 3H 5H AH,6,6,0,1,12,1S
KC AC KH 5C 6H 8C KD JC 5H 2D 5S 9H 9S,2,4,2,5,14,1C
4D 4H 8C 9D 9H 8H 3C TH QD 3H 7C AC 8S,1,5,3,4,6,PASS
AS QH 5S 3S AH 7C QS 2C KH TS QC 7S JD,6,3,1,3,18,1C
9S AS 4D 3S 7S 2S 7H 4C KC JD JC 4S QC,6,1,2,4,11,1S
4S 9D 9H 5D KC 2D 2S 4H 7H 8D 2C 6C TS,3,3,4,3,3,PASS
8S 4H 6C AS JS 9D 8D 5C 7S 4C QD 2D 7C,4,1,4,4,7,PASS
5C 2H 4S TD TC 3H 4H 8S 6S 9S 6D JD QD,4,3,4,2,3,PASS
AS KH TS JD 4H 5H AH 8S 2S 7D 9D 7C 5S,5,4,3,1,12,1S
JS 3S 6S JC 9H TC 6C AC TH KS 8S 6H 8H,5,4,0,4,9,2C
JS AH 3H JD 4S 5H KS 9D 5S 6D KH QC 6C,4,4,3,2,14,1C
5H 6D 7S AS 8D 7D TD 9D 6S 9C TS 3S 2D,5,1,6,1,4,PASS
2S QC AS 5D 7H QD 9D QS 4S AD 6D 5S KS,6,1,5,1,17,1S
4S 2H 9C 8D TS 2D 8S 2C 7H 3D AH 3C 8H,3,4,3,3,4,PASS
JH 8C 8S 7S KS AH 7D KD 4C 2D 5D 9H 3C,3,3,4,3,11,PASS
4S JC 2C AD AC 3D 9C 3S TC 7S 6H 9H 3H,3,3,2,5,9,PASS
TH 2H 5S 6S 6D TC JS 3S JC QS 2D JD 8S,6,2,3,2,5,PASS
4H 3S TS KC QH TD 6H 7D 7C AC 5D JC TH,2,4,3,4,10,PASS
7S TD 5D 4D JC JH 7C QH 9S KH KD 9H QC,2,4,4,3,12,1D
QH AD 4S KS 3H KH 6C 8D TD 8C 8H 8S 6S,4,4,3,2,12,1C
AH 5H 8C 8S QD 5S 2D 7H 3H 4S AD 6S 3D,4,4,4,1,10,PASS
5H AC 5D 8D 3D 4S TS 2D 7S 2H 5C KH QD,3,3,5,2,9,PASS
2C JH QC 5S 8D 3H TS 9S TH 8C 6H 4H 9D,3,5,2,3,3,PASS
JC 9C TC AD 5D AC 3D 7D KD QS AS 4D QD,2,0,7,4,20,1C
4D 6C 7D 7C 9C 3D TC 2D JS 7S QD 2H 6H,2,2,5,4,3,PASS
3S TC 7S 6H 7D QH KC 8D KS AH 5S 9D 2C,4,3,3,3,12,1C
6S JS 5D 2D 9D 6D 5H 6H AS KS QC 3S QH,5,3,4,1,12,1S
2C 4D 2H 7D 8D 8H 5C KS 4H 2S 6S AH 7C,3,4,3,3,7,PASS
JS 3C 6C KC 6D AS 2H KH 9S 4S JC 5C AD,4,2,2,5,16,1C
JC 9S KS 9H 3C 3D QD 4H KD AH AS 9D 7D,3,3,5,2,17,1NT
6D TS 4C 2S 4S JH 2C KD KH 6S 3S 9H 7H,5,4,2,2,7,2C
KC QD 2S KH JH KS QC 7S AH 8H 4C 9S 6C,4,4,1,4,18,1C
4H TD 4D 7D 7H 3S JS 3C 4S 2C 8S JC 7S,5,2,3,3,2,PASS
KC 2D 6S 4C 5H 9S JS KH 3S 5D 9D 6D TS,5,2,4,2,7,PASS
9C 5S 7C 7D 6D 4D 3D KH JD 5D 2S AC AS,3,1,6,3,12,1D
TH AS 8C KS 3S QS KH 8S 4C 9H 8H 2D TS,6,4,1,2,12,1S
2S AD QD 8D 8C 5C 7C 8S 7D JD 4D 4H 6C,2,1,6,4,7,PASS
QH 2H JS 5C 6H TS 6D 3D 8D TH AD 5H 9H,2,6,4,1,7,2D
8C 6H AS 2S 9S AD JS QC 2D 7C 3H 9H TH,4,4,2,3,11,PASS
4C 5C TH 3H 6C KD JH 6S 2S 6D JC AD 7C,2,3,3,5,9,PASS
6C 8D 7H 9H KD 3S 9S 3C QH 6H 5D 2H 5C,2,5,3,3,5,PASS
JC KC 8S 3H KD 9H 3C JD 2D KS 5D 4D 7H,2,3,5,3,11,PASS
3S 2D 2H 6H QS 8H 4H AS 6D 8C QH 9H 6S,4,6,2,1,8,2C
3S 6C 4S 9H AD QD 8S AS TD TC QH 8C JH,4,3,3,3,13,1C
